mukey,aws025wta,aws050wta,aws0100wta,aws0150wta,hydgrpdcd
3295834,2.77,4.39,5.35,5.35,D
3295835,3.47,5.97,8.1,8.1,D
3295836,3.95,8.02,16.43,24.72,C
3295837,2.7,5.72,12.18,17.12,C
3295838,3.64,6.41,9.61,9.61,D
3295842,2.05,4.79,9.79,16.14,D
3295843,4.75,9.5,18.76,20.92,C
3295853,3.6,7.17,12.33,17.52,B
3295854,2.71,5.24,10.24,15.15,A
3295855,2.68,5.18,10.11,14.98,A
3295856,0.65,1.25,2.49,3.97,C
3295857,1.48,2.82,5.75,9.37,C
3295858,0.15,0.3,0.96,1.89,C
3295859,2.22,4.42,8.84,13.21,B/D
3295860,2.08,4.15,8.15,8.86,B/D
3295861,2.25,4.48,8.4,13.22,B
3295863,2.25,4.48,8.67,12.83,B
3295864,2.22,4.18,6.76,8.81,D
3295865,1.97,4.5,9.24,14.59,C
3295866,1.54,3.41,6.94,10.83,C
3295867,2.23,4.38,5.87,12.36,D
3295868,0.73,1.32,3.87,6.79,B
3295869,3.14,6.06,10.28,14.03,A
3295870,2.21,4.0,6.11,7.52,C
3295871,2.25,4.5,9.0,13.5,
3295874,2.29,4.67,10.62,17.73,C
3295876,2.3,3.95,6.53,8.87,C/D
3295877,2.13,4.21,8.27,12.2,B
3295878,2.49,4.92,9.49,11.03,B
3295879,2.31,4.63,9.36,14.16,B
3295880,2.1,4.21,9.12,16.9,B
3295881,2.31,4.63,9.36,14.16,B
3295882,3.53,6.41,11.67,16.21,D
3295883,3.06,6.15,12.32,18.59,A
3295884,3.25,6.5,13.0,19.5,
3295885,2.31,4.63,9.36,14.16,B
3295888,2.31,4.46,8.15,9.13,B
3295891,4.15,7.64,14.24,18.28,B
3295892,4.31,7.27,16.9,24.53,B/D
3295893,3.21,6.4,13.02,19.0,A
3295894,3.37,7.07,14.23,15.29,B
3295895,4.15,7.88,14.82,21.89,B
3295896,2.91,6.08,13.11,15.61,C
3295897,3.03,6.17,12.64,17.87,A
3295898,3.03,6.07,12.32,17.14,A
3295899,2.66,3.67,5.27,5.68,D
3295900,3.78,6.8,12.51,14.31,C
3295901,2.29,4.36,9.55,11.66,A
3295902,2.89,5.68,11.6,16.95,B
3295903,2.61,3.34,4.46,4.75,D
3295904,3.36,4.42,5.66,6.26,D
3295905,3.78,6.8,12.51,14.31,C
3295906,3.78,6.8,12.51,14.31,C
3295907,3.2,3.65,3.73,3.73,D
3295908,3.94,7.86,10.97,10.97,C
3295909,3.91,7.7,10.73,10.73,C
3295910,1.99,2.09,2.29,2.32,D
3295911,3.22,6.44,12.83,19.93,A
3295912,3.23,6.56,12.08,12.46,C
3295913,3.31,6.39,13.23,20.56,B
3295914,2.27,4.41,6.65,7.5,C
3295915,1.99,2.09,2.29,2.32,D
3295916,3.8,7.48,15.21,22.11,C
3295917,3.97,7.12,13.12,14.92,
3295918,4.2,8.36,15.92,17.7,C
3295919,3.03,6.07,12.32,17.14,A
3295920,3.23,3.88,4.85,5.14,D
3295921,3.31,3.99,4.66,4.66,D
3295922,4.36,8.32,13.15,13.2,D
3295923,4.25,8.5,17.31,26.31,
3295924,3.19,3.68,3.98,4.19,D
3295925,3.19,3.68,3.98,4.19,D
3295926,,,,,
3295927,,,,,
3295928,0.9,1.65,3.15,4.65,
3295930,1.99,2.09,2.29,2.32,D
3295931,3.22,6.44,12.83,19.93,A
3295937,1.02,1.79,3.03,4.23,C
3295938,0.33,0.73,1.29,1.96,C
3295939,2.61,5.23,10.39,15.46,D
3295940,2.61,5.23,10.39,15.46,D
3295941,2.61,5.23,10.39,15.46,D
3295942,2.61,5.23,10.39,15.46,D
3295943,2.61,5.23,10.39,15.46,D
3295944,2.61,5.23,10.39,15.46,D
3295945,2.49,4.99,9.99,14.99,D
3295946,2.61,5.23,10.39,15.46,D
3295978,2.3,4.59,6.37,6.74,B
3295979,2.25,4.26,5.01,5.28,D
3296020,1.83,2.84,4.82,6.67,C
3296021,1.55,2.74,5.12,7.5,A
3296023,1.14,1.5,1.68,1.81,D
3296024,2.99,3.58,3.58,3.58,D
3296026,2.73,3.64,3.64,3.64,D
3296027,3.24,7.13,15.12,23.2,C
3296028,2.64,4.27,4.27,4.27,D
3296029,4.25,8.5,17.04,26.54,B
3302830,1.76,1.87,1.87,1.87,D
3302831,4.29,8.44,15.44,23.35,D
3302832,3.89,7.51,11.89,12.89,D
3302833,2.3,2.43,2.43,2.43,D
3302834,4.1,8.04,13.02,16.1,D
3302835,1.34,2.48,4.74,6.65,D
3302836,3.27,6.6,11.47,15.47,B
3302837,4.32,8.45,16.24,23.37,C
3302838,4.0,6.67,8.74,8.74,D
3302839,4.21,7.79,13.25,17.37,C
3302840,4.41,8.86,17.53,26.03,C
3302841,3.93,7.12,8.77,8.77,C
3302842,4.44,8.34,13.21,15.4,D
3302843,3.31,4.64,5.11,5.11,D
3302844,4.05,7.84,14.41,19.33,C
3302845,3.58,5.4,8.38,9.68,D
3302846,4.1,6.69,9.36,10.67,D
3302847,3.52,5.37,6.24,6.72,D
3302848,4.21,8.07,15.47,23.72,D
3302849,4.31,8.65,16.91,24.93,D
3302850,2.32,4.27,7.46,10.46,D
3302851,3.39,6.12,11.24,16.43,A
3302852,4.15,8.17,14.61,20.54,D
3302853,4.33,8.33,14.14,18.34,
3302854,2.4,3.51,5.11,5.84,D
3302855,4.34,8.33,14.86,22.88,D
3302856,4.09,7.92,15.72,23.42,D
3302857,4.2,8.01,14.79,22.4,D
3302859,3.75,6.94,12.96,17.69,C
3302860,4.49,8.59,16.63,23.53,D
3302861,4.58,9.23,18.33,27.08,C
3302862,4.65,9.21,17.98,26.89,C
3302863,4.0,7.94,12.58,16.44,D
3302864,3.41,6.01,12.21,15.91,C/D
3302865,4.15,7.96,15.25,19.64,C
3302866,4.62,7.41,10.55,12.69,C
3302867,4.62,9.12,17.82,25.82,C
3302868,4.49,8.83,17.29,25.24,C
3302869,4.68,8.03,13.42,16.26,C
3302870,3.61,6.81,13.15,19.64,C
3302871,3.37,6.29,11.94,18.08,C
3302872,3.37,7.12,13.49,19.59,C
3302873,3.82,7.95,14.06,21.99,C/D
3302874,4.26,8.41,17.02,25.35,C
3302875,4.46,8.9,17.16,25.11,C
3302876,4.53,9.03,17.62,25.79,C
3302877,4.4,8.33,16.34,24.37,D
3302878,3.75,6.92,11.14,15.07,B
3302879,6.0,10.43,19.2,27.61,C/D
3302880,4.18,8.31,15.12,21.1,B
3302881,3.33,6.39,12.27,17.16,B
3302882,4.61,8.97,17.56,26.01,D
3302883,4.33,7.92,12.92,17.92,C
3302885,2.75,4.27,6.17,6.46,D
3302886,3.44,4.64,6.56,8.48,D
3302888,1.95,3.15,4.62,5.44,D
3302890,3.9,7.37,13.23,19.09,C
3302892,3.84,7.33,13.11,18.23,B
3302893,2.95,5.26,9.11,12.81,D
3302894,3.93,7.52,13.84,19.69,C
3302896,3.22,5.4,8.66,11.22,B
3302897,3.54,6.93,13.24,18.67,C
3302898,3.69,6.21,9.57,11.97,C
3302899,7.89,12.31,19.15,25.99,C/D
3302900,3.07,6.02,12.15,17.99,C
3302901,3.5,5.57,7.36,8.17,D
3302902,2.64,5.01,8.88,12.06,B
3302903,3.5,5.9,9.36,12.51,C
3302904,2.5,4.8,8.22,11.22,A
3302905,2.67,5.05,9.01,12.22,D
3302906,3.73,6.05,9.15,11.93,B
3302907,3.08,4.58,6.76,8.11,D
3302908,1.07,1.82,3.32,4.82,A
3302909,3.75,7.09,12.81,17.7,C
3302910,4.32,7.78,14.29,20.62,C
3302911,4.67,8.11,13.53,18.71,B
3302912,3.96,6.59,9.11,11.08,D
3302913,1.24,2.44,7.79,12.92,B/D
3302914,5.28,8.42,14.03,19.56,C
3302915,4.13,7.46,14.42,21.07,C
3302916,4.27,7.52,12.15,14.17,C
3302917,4.4,7.31,12.07,15.71,C
3302918,3.79,7.12,13.57,18.55,C
3302919,3.45,6.61,12.21,17.27,B
3302920,4.27,6.84,10.18,12.65,B
3302921,3.16,5.12,7.83,9.71,B
3302922,2.68,3.53,3.8,4.06,D
3312432,4.17,6.82,9.59,11.38,B
3312433,2.87,5.14,8.72,10.77,C
3312434,3.3,4.94,6.61,8.27,A
3312435,3.39,5.39,9.22,13.19,B
3312436,3.37,5.58,8.26,10.32,B
3312437,3.12,4.5,5.68,6.86,B
3312438,3.69,5.76,9.54,11.81,B
3312439,3.34,5.48,8.84,11.2,B
3312440,3.07,4.55,7.12,8.99,B
3312441,3.43,5.58,9.86,13.51,B
3312442,3.3,5.47,8.18,10.05,B
3312443,4.86,8.85,15.27,20.86,B
3312444,3.74,6.08,10.17,14.19,C
3312445,3.71,6.61,11.6,14.37,B
3312446,3.55,6.01,9.64,13.19,B
3312447,3.43,5.2,7.28,8.89,B
3312448,3.68,5.62,9.28,12.92,B
3312449,3.56,5.94,10.69,15.86,C
3312450,3.01,4.66,7.07,8.78,B
3312451,3.96,6.18,7.01,7.43,B
3312455,5.73,10.16,16.45,20.98,C/D
3312456,3.42,6.11,8.0,9.37,A
3312457,3.63,6.47,9.58,10.66,A
3312458,3.38,4.76,5.47,5.47,D
3312459,4.25,7.98,14.42,18.75,C
3312460,3.59,6.54,11.32,15.57,C
3312597,1.73,2.66,3.57,3.57,D
3312611,4.89,8.38,9.26,9.26,D
3312612,4.03,7.07,8.7,8.7,D
3312613,4.0,7.5,11.38,11.38,C
3312614,3.06,5.01,6.09,6.09,D
3312615,3.1,5.15,6.02,6.02,D
3312616,4.65,8.26,14.76,20.05,D
3312617,4.56,7.29,7.93,7.93,D
3312618,4.97,8.57,12.02,12.5,D
3312619,4.03,8.31,15.67,21.17,C
3312620,3.27,5.73,8.13,10.22,C
3312621,3.18,6.28,10.28,14.27,D
3312629,,,,,
3312667,3.87,5.96,6.05,6.05,D
3312668,3.64,4.12,4.12,4.12,D
3312669,2.79,3.72,3.72,3.72,D
3312670,4.23,8.2,15.09,21.8,C
3312671,3.76,5.86,5.86,5.86,D
3312672,3.78,5.42,5.42,5.42,D
3312673,1.46,2.18,2.41,2.41,D
3312674,4.25,8.45,15.8,23.14,B
3312675,3.23,4.0,4.0,4.0,D
3312676,3.46,5.58,5.75,5.75,D
3312677,3.51,4.31,4.31,4.31,D
3312678,3.7,6.62,7.28,7.28,D
3312679,2.22,2.45,2.45,2.45,D
3312680,4.05,7.53,11.01,13.73,D
3312681,2.36,3.66,6.8,7.31,D
3312682,3.21,5.92,6.17,6.17,C
3312683,3.09,4.75,5.95,5.95,D
3312684,3.1,4.19,4.19,4.19,D
3312685,3.37,5.05,5.05,5.05,D
3312832,2.8,4.36,7.19,8.53,C
3312833,5.04,8.92,15.61,22.47,C
3312834,5.68,10.25,18.03,26.0,C
3312835,5.18,9.09,15.12,19.12,B
3312836,4.98,9.52,17.11,25.44,D
3312837,3.32,4.76,6.57,7.76,B
3312839,2.6,5.21,10.41,14.56,B
3312840,2.68,4.97,8.18,10.04,C
3312841,2.86,4.88,7.0,8.14,D
3312842,2.99,4.87,5.71,5.71,D
3312843,2.6,5.26,10.64,14.55,B
3312844,2.25,4.5,9.0,13.5,B
3312845,2.5,4.75,9.25,13.75,B
3312846,3.25,5.78,10.0,15.0,C
3312847,3.21,6.3,12.49,17.87,B
3312848,3.01,5.97,11.2,13.81,B
3312849,2.6,5.21,8.3,8.3,C
3312850,2.92,5.83,9.56,9.56,C
3312851,2.41,5.13,10.02,13.77,C
3312852,2.81,5.63,10.93,16.19,B
3312853,3.48,7.15,14.34,21.15,C
3312854,3.51,6.95,13.83,20.16,B
3312855,4.5,8.92,16.98,24.48,B
3312856,3.25,6.64,13.4,19.9,B
3312857,2.25,4.22,7.72,11.22,B
3312858,2.56,5.06,9.51,11.19,B
3312859,2.29,4.7,9.01,13.22,B
3312860,2.53,5.19,10.29,14.94,C
3312861,2.03,4.02,6.16,6.16,B
3312863,3.48,6.67,12.85,18.66,B
3312864,4.75,9.1,17.63,26.63,D
3312865,2.68,5.21,9.57,11.84,C
3312866,3.0,6.0,13.72,19.78,C
3312867,2.71,4.25,4.25,4.25,D
3312868,3.18,6.14,11.44,13.49,D
3312869,1.96,3.84,6.08,6.08,C
3312870,2.44,4.45,6.52,6.52,C
3312871,3.65,7.04,13.41,16.51,D
3312872,3.92,7.75,15.17,22.07,D
3312873,3.41,6.78,13.41,16.32,D
3312874,3.46,6.94,13.81,17.04,C
3312875,2.49,5.0,9.68,13.95,B
3312876,3.22,6.39,12.27,18.2,C
3312877,2.51,5.1,9.89,14.18,C
3312878,2.75,5.5,10.71,15.71,C
3312879,4.13,7.81,14.13,19.92,C
3312880,2.71,5.56,11.21,12.56,C
3312881,3.35,6.41,11.99,14.32,D
3312882,2.25,4.23,7.19,8.17,B
3312883,3.12,6.09,11.62,16.12,B
3312884,4.01,7.44,13.26,19.43,C
3312885,3.83,7.71,15.24,21.54,C
3312886,4.31,8.28,15.68,23.18,D
3312887,3.79,7.63,14.18,19.35,C
3312888,4.75,9.34,17.14,24.95,C
3312889,2.76,5.42,9.86,11.5,C
3312890,2.87,4.96,6.08,6.08,D
3312891,2.75,4.4,4.4,4.4,D
3312892,3.5,6.12,10.34,15.19,C
3312893,3.17,6.11,12.0,17.89,B
3312894,2.91,5.6,10.45,12.33,D
3312895,3.03,6.24,12.51,14.9,C
3312896,3.75,7.57,15.57,19.63,C
3312897,2.0,4.34,9.34,9.54,C
3312898,2.28,4.61,9.33,10.12,B
3312899,2.99,5.33,9.57,13.9,B
3312900,3.14,5.84,11.99,16.43,C
3312901,3.65,6.7,11.92,17.65,C
3312902,3.43,6.76,13.54,17.77,C
3312903,3.66,7.04,13.62,17.66,C
3312904,3.61,7.17,14.2,19.51,C
3312905,4.62,8.87,17.37,25.87,C
3314030,4.25,7.82,15.95,24.49,C/D
3314031,4.37,8.07,16.83,25.51,C/D
3314032,10.01,17.41,27.97,36.71,C/D
3314033,4.28,7.04,11.83,16.34,D
3314034,4.2,6.86,11.62,16.13,D
3314035,4.13,6.73,11.6,16.17,D
3314036,4.51,7.33,12.55,17.27,D
3314037,9.31,15.36,23.25,27.81,D
3314038,4.38,8.08,15.89,24.41,D
3314039,4.25,7.8,15.76,24.27,C/D
3314040,4.25,7.82,15.95,24.49,C/D
3314041,4.37,8.07,16.83,25.51,C/D
3314042,10.01,17.41,27.97,36.71,C/D
3314043,4.28,7.04,11.83,16.34,D
3314044,4.2,6.86,11.62,16.13,D
3314045,4.13,6.73,11.6,16.17,D
3314046,4.51,7.33,12.55,17.27,D
3314047,9.31,15.36,23.25,27.81,D
3314048,4.38,8.08,15.89,24.41,D
3314049,4.25,7.8,15.76,24.27,C/D
3314050,4.25,7.82,15.95,24.49,C/D
3314051,4.37,8.07,16.83,25.51,C/D
3314052,10.01,17.41,27.97,36.71,C/D
3314053,4.28,7.04,11.83,16.34,D
3314054,4.2,6.86,11.62,16.13,D
3314055,4.13,6.73,11.6,16.17,D
3314056,4.51,7.33,12.55,17.27,D
3314057,9.31,15.36,23.25,27.81,D
3314058,4.38,8.08,15.89,24.41,D
3314059,4.25,7.8,15.76,24.27,C/D
3314060,4.25,7.82,15.95,24.49,C/D
3314061,4.37,8.07,16.83,25.51,C/D
3314062,10.01,17.41,27.97,36.71,C/D
3314063,4.37,8.07,16.83,25.51,C/D
3314064,10.01,17.41,27.97,36.71,C/D
3314065,4.13,6.73,11.6,16.17,D
3314066,4.51,7.33,12.55,17.27,D
3314067,9.31,15.36,23.25,27.81,D
3314068,4.28,7.04,11.83,16.34,D
3314069,4.2,6.86,11.62,16.13,D
3314070,4.13,6.73,11.6,16.17,D
3314071,4.51,7.33,12.55,17.27,D
3314072,9.31,15.36,23.25,27.81,D
3314089,4.99,8.71,14.18,19.91,B
3314090,4.85,8.41,13.86,17.94,C
3314091,8.67,13.99,23.53,28.79,B/D
3314092,14.35,24.62,43.82,59.87,A/D
3314093,11.0,20.45,38.01,52.14,A/D
3314094,9.91,18.15,32.75,42.69,B/D
3314095,4.19,7.71,14.59,19.75,C
3314099,6.34,10.05,16.55,21.11,B/D
3314100,,,,,
3314102,8.68,16.18,29.32,38.02,B/D
3314103,,,,,
3314104,4.99,8.71,14.18,19.91,B
3314105,4.85,8.41,13.86,17.94,C
3314106,8.67,13.99,23.53,28.79,B/D
3314107,14.35,24.62,43.82,59.87,A/D
3314108,11.0,20.45,38.01,52.14,A/D
3314109,9.91,18.15,32.75,42.69,B/D
3314110,5.56,9.32,14.97,20.1,B/D
3314112,9.82,17.35,31.75,45.9,A/D
3314113,6.34,10.05,16.55,21.11,B/D
3314114,5.3,8.91,15.62,20.74,C
3314115,8.68,16.18,29.32,38.02,B/D
3314116,4.99,8.71,14.18,19.91,B
3314117,4.85,8.41,13.86,17.94,C
3314118,8.67,13.99,23.53,28.79,B/D
3314119,14.35,24.62,43.82,59.87,A/D
3314120,11.0,20.45,38.01,52.14,A/D
3314121,9.91,18.15,32.75,42.69,B/D
3314122,4.19,7.71,14.59,19.75,C
3314123,5.56,9.32,14.97,20.1,B/D
3314124,10.0,19.55,37.83,54.25,A/D
3314125,9.82,17.35,31.75,45.9,A/D
3314126,6.34,10.05,16.55,21.11,B/D
3314127,5.3,8.91,15.62,20.74,C
3314128,8.68,16.18,29.32,38.02,B/D
3314430,5.07,9.32,17.83,26.38,C
3314431,5.07,9.32,17.83,26.38,C
3314446,5.0,9.29,17.78,26.31,C/D
3314447,3.95,7.49,15.86,24.44,C/D
3314448,6.27,11.04,19.96,28.63,C/D
3314449,2.86,5.66,13.51,22.01,B
3314450,2.99,5.79,13.86,22.36,B
3314451,5.01,9.29,17.79,26.32,C
3314452,4.96,9.24,17.73,26.23,C
3314454,4.39,8.55,16.98,25.48,C
3314455,4.91,9.16,17.63,26.15,C
3314456,4.75,8.89,17.35,25.85,C
3314459,4.67,8.98,17.52,26.3,C/D
3314473,4.19,7.71,14.59,19.75,C
3314474,4.88,8.53,14.68,19.71,B/D
3314475,7.83,12.97,22.34,27.71,B/D
3314476,5.61,8.88,14.52,19.02,B/D
3314477,14.35,24.62,43.82,59.87,A/D
3314478,6.23,10.09,16.16,21.52,B/D
3314479,4.74,8.58,13.99,20.19,B
3314480,4.32,7.62,12.44,15.45,C
3314481,4.35,7.18,11.94,16.44,D
3314482,4.32,7.12,11.87,16.37,D
3314483,4.07,6.6,11.37,15.9,D
3314484,4.25,7.0,12.48,17.62,D
3314485,11.0,18.15,26.88,31.38,D
3314486,4.48,8.26,15.78,24.28,D
3314487,4.47,8.24,15.75,24.25,D
3314488,4.2,7.67,15.69,24.21,C/D
3314489,4.41,8.11,16.96,25.67,C/D
3314490,10.95,18.87,29.58,38.33,C/D
3314491,4.4,8.05,16.78,25.48,C/D
3314492,4.25,7.0,12.48,17.62,D
3314493,,,,,
3314494,9.82,17.35,31.75,45.9,A/D
3314495,10.0,20.0,37.14,46.14,B/D
3314496,10.0,19.55,37.83,54.25,A/D
3314497,5.0,9.29,17.78,26.31,C/D
3314498,3.95,7.49,15.86,24.44,C/D
3314499,6.27,11.04,19.96,28.63,C/D
3314500,2.86,5.66,13.51,22.01,B
3314501,2.99,5.79,13.86,22.36,B
3314502,5.01,9.29,17.79,26.32,C
3314503,4.96,9.24,17.73,26.23,C
3314504,4.39,8.55,16.98,25.48,C
3314505,4.91,9.16,17.63,26.15,C
3314506,4.75,8.89,17.35,25.85,C
3314507,4.67,8.98,17.52,26.3,C/D
3314508,4.88,8.53,14.68,19.71,B/D
3314509,7.83,12.97,22.34,27.71,B/D
3314510,5.61,8.88,14.52,19.02,B/D
3314511,6.23,10.09,16.16,21.52,B/D
3314512,4.74,8.58,13.99,20.19,B
3314513,4.32,7.62,12.44,15.45,C
3314514,4.19,7.71,14.59,19.75,C
3314515,14.35,24.62,43.82,59.87,A/D
3314831,4.5,9.0,17.98,26.06,C
3314832,4.25,8.3,16.21,23.72,C
3314833,4.33,7.95,14.06,19.7,C
3314834,3.09,6.06,10.96,13.15,A
3314835,4.92,9.67,18.55,27.07,B
3314836,4.25,8.34,16.12,23.94,C
3314837,3.06,4.89,8.55,13.19,A
3314838,3.25,6.68,12.84,16.88,C
3314839,4.6,8.66,16.66,24.66,C
3314840,4.6,9.11,17.63,25.22,C
3314841,4.15,7.54,13.36,18.96,B
3314842,2.63,4.62,7.79,10.95,
3314843,3.0,5.45,11.04,17.27,B
3314844,2.64,3.84,5.37,6.91,C
3314845,3.15,5.76,9.79,13.83,C
3314846,4.18,7.88,14.91,21.81,C
3314847,3.75,4.5,4.5,4.5,D
3314848,3.5,5.04,5.04,5.04,D
3314849,2.85,4.98,8.06,11.14,C
3314850,,,,,
3314851,3.35,4.78,4.78,4.78,
3314852,4.25,7.03,7.03,7.03,D
3314853,4.24,6.4,10.67,16.19,B
3314854,3.88,6.44,10.07,13.73,C
3314855,3.7,6.7,13.82,21.12,D
3314856,3.65,7.04,13.41,20.02,D
3314857,3.71,7.28,14.09,20.53,D
3314858,4.0,7.82,15.02,22.51,D
3314861,2.82,5.53,9.98,13.82,C
3314862,2.44,4.96,9.62,13.68,B
3314863,4.02,6.65,6.65,6.65,
3314864,2.77,4.73,7.14,8.44,B
3314865,3.46,4.78,4.78,4.78,D
3314866,2.5,4.75,7.09,7.09,C
3314867,2.77,4.72,6.87,8.04,B
3314868,3.23,5.17,6.12,6.64,D
3314869,2.56,4.91,9.41,10.67,B
3314870,2.25,4.59,8.98,10.62,B
3314871,3.31,6.14,11.32,16.88,B
3314872,3.0,5.37,9.79,14.44,B
3316830,3.58,4.82,6.82,8.02,B
3316831,3.07,4.9,5.67,6.72,A
3316832,4.51,6.42,8.24,8.6,C
3316834,6.99,11.19,18.31,24.43,B/D
3316835,5.61,9.14,11.97,14.36,A
3316838,6.05,10.6,19.27,27.44,B
3316839,7.78,14.54,24.68,33.16,B
3316840,6.83,12.24,21.23,28.43,B
3316841,7.95,14.83,24.22,31.04,B
3316842,4.64,6.81,8.75,9.7,B
3316843,4.71,7.01,9.32,10.31,B
3316844,6.61,10.9,13.41,15.14,A
3316845,4.07,6.39,10.23,12.26,B
3316846,3.49,5.11,7.21,7.51,B
3316847,5.68,8.87,11.45,13.56,A
3316848,2.98,4.93,6.51,7.33,B
3316849,1.1,1.6,1.6,1.6,
3316850,,,,,
3316851,6.18,11.87,21.22,26.8,B
3316852,2.74,4.61,7.27,9.81,B
3316853,4.12,6.25,8.63,10.27,B
3316854,5.92,9.86,14.66,17.64,B
3316855,4.76,7.74,11.83,15.12,B
3316856,,,,,
3316857,4.92,8.13,11.74,15.18,D
3316860,8.8,19.09,29.45,38.34,D
3316863,5.43,7.69,13.99,22.09,C
3316866,8.35,12.94,20.17,25.54,B/D
3316867,10.37,18.81,26.94,35.34,C/D
3316868,9.6,14.11,20.41,25.96,B/D
3316869,7.32,10.22,14.34,16.75,C
3316871,9.87,17.71,25.23,32.89,C/D
3316872,6.0,9.59,13.68,16.23,C
3316874,10.29,17.81,25.82,33.66,C/D
3316875,4.99,7.55,11.67,15.37,B
3316876,9.4,14.45,19.58,22.41,A/D
3316877,8.31,14.9,21.58,27.09,D
3316878,5.82,8.19,11.25,13.15,B
3316879,4.14,6.49,9.51,11.23,C
3316880,3.3,4.82,6.23,6.98,C
3316881,6.53,10.88,17.34,24.46,B/D
3316882,9.11,14.38,19.05,23.45,B
3316883,8.1,13.48,21.42,26.58,B/D
3316884,4.08,6.02,7.64,8.25,B
3316885,4.21,6.23,8.88,11.23,B
3316886,9.99,16.16,26.59,36.27,B/D
3316887,3.46,4.6,5.43,6.08,D
3316888,2.79,4.45,5.68,6.64,A
3316889,1.83,2.77,3.7,4.34,D
3316890,2.54,3.64,4.86,6.01,B
3316891,3.86,5.62,8.08,10.32,B
3316892,6.19,9.46,13.54,14.7,B
3316893,7.26,10.53,14.39,18.26,A
3316894,6.62,9.69,12.14,14.54,B
3316895,6.23,9.65,13.66,17.41,C
3316896,3.26,4.97,7.55,9.03,B
3316897,6.35,9.22,11.96,14.11,C
3316898,5.04,6.57,8.43,9.62,B
3316899,5.02,8.35,12.31,14.87,C
3316900,4.35,7.11,9.05,10.16,C
3316901,4.09,6.37,9.02,11.22,B
3316902,3.91,4.91,6.17,6.97,B
3316903,4.35,7.04,8.98,10.12,C
3316904,6.65,9.82,15.43,17.89,B
3316905,6.22,10.01,16.6,22.93,B/D
3316906,7.82,12.18,18.23,23.98,B
3316907,6.04,9.73,15.81,21.47,C
3316909,8.51,15.8,25.46,33.53,C/D
3316911,5.78,11.95,16.82,20.01,B
3316912,5.97,10.16,13.72,16.68,B
3316913,5.07,8.1,11.59,14.61,B
3316914,5.14,11.42,16.29,19.24,C
3316915,6.34,9.49,13.84,17.47,B
3316916,9.68,14.19,20.24,24.87,B/D
3316917,4.85,6.44,10.73,13.4,B
3316918,3.8,5.26,6.51,7.31,C
3316919,4.22,6.14,7.25,7.9,B
3316920,3.66,5.09,7.36,8.31,B
3316921,3.47,5.25,6.51,7.82,B
3316922,10.11,15.06,23.99,32.62,B/D
3316923,10.58,16.23,24.86,32.27,B/D
3316925,5.84,9.85,14.99,17.96,B/D
3316926,8.68,13.37,22.43,31.14,B/D
3316927,8.92,13.05,18.72,23.45,B/D
3316928,10.25,16.96,26.26,33.72,D
3316929,10.03,16.4,24.86,32.38,D
3316932,5.1,9.04,14.83,20.18,B
3316933,7.31,11.57,17.82,23.78,C/D
3316934,5.86,10.24,15.27,19.91,B
3316935,5.79,9.42,15.58,21.06,B/D
3316936,9.88,13.47,19.98,25.91,A/D
3316937,4.2,6.77,8.42,9.14,C
3316938,11.06,21.16,32.12,40.5,C/D
3316939,6.26,10.23,14.87,20.05,A
3316940,7.12,11.95,14.75,16.97,B
3316941,5.17,8.35,11.91,13.61,B
3316942,2.16,2.61,3.1,3.69,B
3316943,2.26,2.73,3.23,3.85,B
3316944,3.01,4.96,7.51,9.73,B
3316945,,,,,A
3316946,8.9,13.4,13.4,13.4,C
3316947,,,,,D
3316948,5.98,11.59,18.28,23.64,B
3316949,,,,,
3316950,6.37,9.91,11.4,12.37,B
3316951,10.93,19.62,29.16,37.63,D
3316953,,,,,
3316954,10.43,16.03,26.65,36.55,B/D
3316955,9.11,15.77,21.96,26.29,A/D
3316956,5.54,10.48,19.54,27.73,B
3316957,8.6,13.65,22.87,31.65,D
3316958,7.51,12.79,20.73,26.49,B
3316959,8.69,14.74,23.43,30.58,B
3316960,6.47,10.67,17.17,21.72,B
3316961,4.41,7.09,11.26,13.98,B
3316962,8.89,14.86,24.27,32.37,D
3316963,7.34,12.39,20.52,27.79,D
3316964,9.44,14.94,23.67,31.81,D
3316965,6.31,8.78,11.96,14.93,B
3316966,9.48,15.89,26.4,35.14,B/D
3316967,4.81,8.57,15.55,22.5,D
3316968,5.31,7.64,11.43,15.06,B
3316969,6.04,10.06,16.23,21.98,C
3316970,9.26,15.67,26.04,34.54,B/D
3316971,9.59,14.93,22.27,28.03,D
3316972,9.34,13.15,20.78,28.9,D
3316973,7.36,10.71,16.54,21.62,D
3316974,9.24,14.48,21.89,27.83,D
3316975,4.95,9.95,19.95,29.95,
3316976,5.09,6.98,10.34,13.49,B/D
3316977,8.87,16.72,25.04,31.85,D
3316978,11.13,20.8,36.56,45.19,
3316979,7.95,12.78,21.07,27.35,B/D
3316980,4.36,8.0,11.48,14.64,B/D
3316981,4.96,9.27,14.99,20.78,B/D
3316982,5.28,7.58,11.62,15.44,A
3316983,6.05,10.11,16.47,22.35,C
3316984,6.71,10.28,16.12,21.43,C
3316985,4.45,6.23,9.39,12.38,
3316986,6.31,8.78,11.96,14.93,B
3316987,7.64,12.1,18.08,23.95,D
3316988,9.48,15.89,26.4,35.14,B/D
3316989,8.59,13.79,21.38,27.34,D
3316990,7.41,10.43,14.28,18.1,D
3316991,4.14,5.55,8.39,11.22,
