mukey,aws025wta,aws050wta,aws0100wta,aws0150wta,hydgrpdcd
1152248,2.95,6.7,12.84,18.34,A
1152249,2.75,6.3,13.76,19.26,A
1152250,,,,,
1152252,3.25,6.25,12.25,18.25,A
1152253,3.75,6.25,11.25,16.25,B
1152254,4.44,8.88,17.68,26.41,B
1152255,5.21,10.43,20.74,30.86,B
1152256,4.61,6.15,6.96,7.52,D
1152258,4.53,8.63,16.19,23.76,B
1152259,5.23,10.33,20.31,30.3,B
1152260,5.48,10.93,20.95,30.95,B
1152262,5.45,10.45,20.45,30.45,B
1152263,4.51,8.99,17.6,26.45,C
1152264,,,,,
1152265,2.77,6.37,12.25,13.85,B
1152266,2.34,6.08,11.94,15.44,B
1152267,4.36,8.36,10.65,11.46,C
1152268,4.5,8.56,14.46,14.51,C
1152269,4.1,7.6,14.6,19.4,D
1152270,4.03,7.97,13.83,14.64,C
1152271,2.77,6.02,12.49,12.75,A
1152272,3.01,6.02,12.5,19.04,A
1152273,3.24,6.47,12.94,20.36,A
1152274,3.01,6.02,12.33,18.38,A
1152275,2.39,4.66,8.6,9.83,A
1152276,3.86,7.4,13.79,19.99,A
1152277,4.25,8.47,16.86,25.26,B
1152278,5.25,9.94,18.44,18.78,B
1152279,4.65,9.32,18.37,27.08,B
1152280,4.92,9.0,17.67,27.95,D
1152281,5.07,9.98,20.86,31.86,C
1152282,4.6,8.68,17.44,18.32,C
1152283,,,,,
1152284,1.25,2.5,5.0,7.5,A
1152285,4.5,9.0,13.8,17.8,C/D
1152286,4.48,8.79,17.93,27.42,C
1152292,2.0,4.0,8.0,12.0,A
1152293,1.8,3.68,7.42,11.12,A
1152294,1.8,3.68,7.42,11.12,A
1152295,1.99,4.16,8.39,12.06,A
1152296,2.95,6.7,14.2,19.78,A
1152297,,,,,
1152299,3.1,5.98,11.76,17.53,A
1152300,,,,,
1152301,3.25,8.04,17.8,27.3,B
1152302,4.44,8.88,17.68,26.41,B
1152303,4.99,10.29,21.27,32.26,B
1152304,3.89,7.08,10.87,11.68,C
1152305,4.29,6.75,10.67,13.1,D
1152307,5.45,10.45,20.45,30.45,B
1152309,2.77,6.37,12.25,13.85,B
1152310,2.34,6.08,11.94,15.44,B
1152311,2.75,6.16,11.24,14.24,B
1152312,2.54,5.66,11.05,14.0,B
1152313,4.4,8.4,13.65,15.14,C
1152314,4.4,8.4,13.65,15.14,C
1152315,4.04,8.14,16.34,20.8,C
1152316,4.67,8.59,13.76,15.9,C
1152318,4.4,8.7,15.23,18.61,C
1152319,3.4,6.9,13.9,20.9,C
1152320,2.03,5.28,11.75,14.58,A
1152321,5.08,9.21,18.06,28.5,D
1152322,3.01,6.02,12.5,19.04,A
1152323,3.24,6.47,12.94,20.36,A
1152324,4.07,7.75,14.29,20.23,A
1152325,1.56,1.56,1.56,1.56,D
1152326,,,,,
1152327,4.92,9.0,17.67,27.95,D
1152328,4.25,8.02,14.52,21.02,A
1152329,3.89,7.39,14.39,21.39,A
1152330,2.75,5.58,12.08,18.58,A
1152331,2.4,4.8,9.59,14.39,A
1152333,4.29,8.46,16.66,24.86,B
1152334,4.65,9.32,18.37,27.08,B
1152335,4.25,5.25,5.25,5.25,D
1152338,5.07,9.98,20.86,31.86,C
1152339,4.72,8.89,17.73,26.92,C
1152341,4.46,8.46,16.88,26.38,C
1152342,4.97,9.61,20.23,31.22,C
1152343,,,,,
1152345,,,,,
1152346,4.94,9.47,19.28,29.46,C
1152347,4.63,8.32,18.16,28.16,C
1152348,4.83,8.43,18.59,29.01,C
1152349,4.75,8.3,11.99,11.99,C/D
1152362,1.8,3.68,7.42,11.12,A
1152363,1.8,3.68,7.39,10.94,A
1152364,2.04,3.94,7.66,11.34,A
1152365,1.8,3.68,7.42,11.12,A
1152366,1.99,4.16,8.39,12.06,A
1152367,2.95,6.7,12.44,17.94,A
1152368,,,,,
1152387,4.44,8.88,17.68,26.41,B
1152388,5.25,10.47,20.54,30.42,B
1152389,4.89,9.16,17.53,25.73,C
1152390,2.6,5.12,10.02,14.92,A
1152391,5.07,9.98,20.86,31.86,C
1152392,4.72,8.89,17.73,26.92,C
1152393,5.07,10.26,21.26,32.26,C
1152394,5.29,10.59,21.05,31.47,B
1152395,5.39,10.78,21.27,31.86,B
1152397,5.49,10.97,21.68,32.16,B
1152398,5.47,10.91,21.25,31.25,B
1152399,4.92,9.26,18.07,28.07,C
1152401,3.89,7.08,10.87,11.68,C
1152402,4.52,6.01,6.69,7.12,D
1152403,5.48,10.94,21.71,32.44,B
1152408,5.02,9.24,19.08,29.53,C
1152409,4.86,9.03,18.88,28.65,C
1152410,5.31,10.32,20.73,31.36,C
1152411,5.31,9.92,19.99,30.94,C
1152412,4.92,9.0,17.67,27.95,D
1152413,5.16,9.61,11.05,12.16,D
1152414,5.07,10.13,13.4,14.21,D
1152415,4.46,8.94,18.03,26.53,B
1152416,4.36,8.64,17.13,25.41,B
1152417,4.36,8.64,17.13,25.41,B
1152418,4.29,8.46,16.66,24.86,B
1152419,5.19,10.17,18.54,26.69,B
1152420,5.3,10.27,18.81,27.08,B
1152421,5.29,10.26,18.85,27.13,B
1152422,4.19,8.32,15.86,21.94,B
1152423,4.74,9.47,18.86,27.93,B
1152424,4.98,9.66,18.06,26.47,B
1152425,4.65,9.32,18.37,27.08,B
1152426,4.66,9.41,19.34,29.63,B
1152427,4.63,8.32,18.16,28.16,C
1152428,4.83,8.43,18.59,29.01,C
1152431,5.49,10.97,21.93,32.91,B
1152433,4.79,9.5,14.76,15.31,C
1152434,4.83,9.57,14.68,15.73,C
1152435,5.43,10.2,13.44,14.29,D
1152436,5.18,9.93,18.8,28.7,C
1152437,5.25,10.45,20.88,31.37,B
1152438,4.96,9.29,17.81,25.93,C
1152439,5.45,10.45,20.45,30.45,B
1152440,,,,,
1152441,,,,,
1152446,3.58,6.47,7.77,7.77,C
1152447,,,,,
1152448,5.18,9.68,14.7,18.6,C/D
1152449,4.96,9.46,14.48,18.38,C/D
1152450,5.1,9.6,18.44,26.3,B
1152522,2.44,3.96,6.73,9.34,A
1152523,3.52,5.14,7.68,10.07,B/D
1152524,4.58,7.04,11.46,15.46,B/D
1152527,3.01,4.95,7.65,9.05,B
1152528,4.79,7.39,10.74,12.68,B/D
1152529,3.27,5.69,9.04,12.39,A/D
1152573,4.56,8.54,16.0,22.36,C
1153253,6.0,10.47,18.07,25.38,D
1153254,3.82,6.06,9.02,11.1,A
1153255,2.75,5.5,11.0,16.5,
1153256,4.1,7.91,13.77,19.49,B
1153258,4.55,8.44,13.44,17.41,A
1153259,2.75,5.5,11.0,16.5,
1153260,0.5,1.0,2.0,3.0,
1153265,1.75,4.0,9.82,13.32,A
1153266,1.75,4.0,9.82,13.32,A
1153267,1.75,3.5,8.55,12.5,A
1153268,1.75,3.5,8.55,12.5,A
1153270,3.65,7.15,14.15,21.15,
1153271,2.05,3.8,7.28,9.78,D
1153272,1.75,4.0,9.82,13.32,D
1153273,1.75,3.5,8.55,12.5,D
1153274,1.71,2.96,5.46,7.96,D
1153275,2.73,5.1,9.66,14.01,D
1153276,3.65,7.15,14.15,21.15,C
1153278,1.71,2.96,5.46,7.96,A
1153279,1.71,2.96,5.46,7.96,A
1153280,3.02,5.49,8.01,8.79,B/D
1153281,2.86,4.59,6.94,8.15,C/D
1153282,3.43,5.48,8.08,9.12,C/D
1153283,4.88,6.97,8.4,9.4,C/D
1153285,4.43,8.59,14.15,15.85,B/D
1153288,4.88,9.82,16.12,17.75,C
1153289,3.69,6.26,11.13,14.82,C/D
1153290,3.9,6.92,8.97,9.89,B/D
1153294,2.82,3.92,3.92,3.92,D
1153300,4.5,8.89,12.29,12.29,C
1153304,3.41,5.89,8.3,8.3,C
1153305,3.72,6.34,8.75,8.75,C
1153306,3.38,6.63,14.39,22.39,C
1153312,3.72,6.34,8.75,8.75,C
1153314,5.18,9.36,14.24,15.74,C
1153317,,,,,
1153318,3.53,4.44,4.44,4.44,
1154021,5.59,10.75,19.25,28.29,C
1154336,5.05,9.32,14.08,18.06,D
1154337,1.72,2.44,3.2,3.2,B
1154495,5.0,9.63,18.35,25.97,C
1154716,3.96,7.18,12.85,17.26,C
1154841,3.65,6.46,10.2,13.57,C
1154985,3.5,6.93,13.74,22.21,B
1154986,3.47,6.94,13.7,22.02,B
1154987,1.94,3.19,5.69,8.19,A
1154988,3.35,6.87,9.9,16.99,C
1154989,3.1,7.1,11.32,14.82,C
1154990,3.84,7.84,12.06,15.56,C
1154991,2.95,5.45,10.4,17.35,B
1154992,2.99,5.5,10.48,16.87,B
1154993,3.35,6.44,12.63,19.5,B
1154994,3.53,7.16,14.31,22.17,B
1154995,3.26,6.46,12.82,20.45,B
1154996,4.27,8.59,17.21,25.32,B/D
1154997,4.52,7.74,13.82,19.86,B
1154998,3.76,7.26,14.26,21.26,B
1154999,2.0,4.24,11.24,17.76,B
1155000,3.35,6.87,13.79,20.32,C
1155001,3.3,6.8,13.69,20.19,C
1155002,3.3,6.8,13.69,20.19,C
1155003,3.3,6.8,13.69,20.19,C
1155004,3.05,6.55,13.55,20.55,D
1155005,3.24,6.74,13.74,20.54,B
1155006,3.24,6.74,13.74,20.54,B
1155007,3.24,6.74,13.74,20.54,B
1155008,3.5,7.0,14.0,20.8,B
1155009,3.5,7.0,14.0,20.8,B
1155010,4.12,8.85,12.06,12.29,D
1155011,4.8,8.8,16.8,23.94,D
1155012,3.55,7.55,15.31,21.31,B
1155013,3.55,7.55,15.31,21.31,B
1155014,3.55,7.55,15.31,21.31,B
1155015,3.55,7.55,15.31,21.31,B
1155016,3.85,7.1,13.6,15.16,C
1155017,3.85,7.1,13.6,15.16,C
1155018,3.85,7.1,13.6,15.16,C
1155019,2.99,6.43,12.38,18.09,B
1155020,3.4,6.9,13.48,19.48,B
1155021,2.75,5.5,11.0,16.5,A
1155022,,,,,
1155023,3.6,6.48,6.48,6.48,D
1155024,3.6,6.48,6.48,6.48,D
1155195,5.07,8.72,15.17,18.43,C/D
1155196,4.11,7.36,13.1,15.45,C
1155201,,,,,
1155202,,,,,
1155385,3.57,6.84,11.18,11.18,C
1155386,3.4,6.46,9.14,9.14,D
1155387,3.35,5.42,7.32,7.32,D
1155388,3.42,6.92,9.59,10.05,D
1155389,3.4,5.18,7.11,7.13,D
1155395,5.5,9.5,17.5,25.5,B
1155396,4.81,8.86,16.97,24.73,C/D
1155397,7.15,13.34,19.06,19.06,C
1155398,1.52,3.27,6.77,9.97,A
1155399,1.85,3.1,5.13,7.13,A
1155400,5.48,10.92,21.51,31.92,B
1155401,4.48,8.64,16.91,24.71,B
1155402,4.49,8.62,16.69,23.99,B
1155403,5.43,10.81,21.51,32.28,B
1155404,2.8,5.78,12.33,16.77,A
1155405,5.15,9.84,18.61,28.43,C
1155412,3.92,7.47,14.84,22.51,D
1155413,3.97,7.51,14.89,22.58,D
1155416,4.02,7.54,13.76,14.56,D
1155417,4.07,7.57,13.6,14.08,D
1155418,5.24,9.93,18.13,27.56,C
1155419,4.13,7.05,11.34,12.14,D
1155420,4.11,6.99,11.13,11.97,D
1155421,4.14,7.06,10.35,11.23,D
1155422,4.07,7.01,11.27,11.6,D
1155423,4.18,7.18,11.62,12.38,D
1155424,4.01,6.89,11.04,11.12,D
1155425,4.45,8.05,14.05,17.33,D
1155428,4.65,8.35,15.79,23.15,D
1155429,4.92,9.83,19.25,28.23,B
1155430,4.18,8.8,13.65,16.91,C
1155431,5.5,10.76,18.66,22.85,B
1155432,3.76,7.76,12.63,16.17,B
1155433,4.7,8.15,15.0,23.56,C
1155434,4.94,9.58,17.79,26.02,D
1155435,4.35,7.85,13.69,21.03,D
1155437,4.65,8.72,17.26,25.62,D
1155438,2.35,5.42,13.08,21.49,B
1155439,4.0,7.62,15.31,20.38,C
1155440,4.27,7.12,12.7,18.45,D
1155441,4.23,7.44,13.54,19.88,D
1155442,3.38,6.84,14.35,20.38,B/D
1155443,3.48,6.82,14.03,21.85,D
1155444,3.0,5.86,12.62,20.07,D
1155445,4.27,8.46,16.82,24.46,B
1155446,1.99,3.75,9.08,15.25,B/D
1155447,2.61,5.06,10.98,17.4,B
1155450,3.77,7.95,14.97,22.45,B
1155451,4.01,8.23,15.47,23.08,B
1155452,3.79,8.01,15.03,22.58,B
1155453,1.97,4.06,9.41,14.74,A
1155455,3.46,6.74,13.19,19.57,B
1155458,2.55,4.94,9.46,13.03,A
1155460,3.17,6.34,12.88,20.55,C
1155461,3.21,6.48,13.06,19.56,C
1155462,3.95,8.36,16.38,24.86,D
1155463,1.77,3.45,6.09,8.74,A
1155464,2.01,3.94,8.38,13.27,A
1155465,4.98,9.9,19.62,29.32,B
1155466,4.74,9.47,18.77,27.87,B
1155467,4.74,9.47,18.81,27.97,B
1155468,4.73,9.46,18.85,28.15,B
1155470,5.5,11.0,22.0,33.0,D
1155471,,,,,
1155472,5.3,10.3,20.3,30.3,B
1155473,,,,,
1155474,,,,,
1155484,5.3,7.78,11.13,12.63,A
1155487,4.11,7.36,13.1,15.45,C
1155489,4.11,7.36,13.1,15.45,C
1155491,4.11,7.36,13.1,15.45,C
1155492,4.26,8.23,14.3,19.63,A
1155494,5.58,9.08,15.5,18.2,C/D
1155515,,,,,
1155533,4.65,8.9,16.76,23.26,B
1155534,2.24,3.99,5.46,5.46,B
1155535,3.25,5.55,9.13,12.36,B
1155536,3.8,7.8,15.8,22.66,A
1155537,3.8,7.8,15.8,22.66,A
1155538,2.5,5.0,9.28,12.78,A
1155539,2.23,4.35,8.61,12.86,A
1155540,2.23,4.35,8.61,12.86,A
1155542,3.2,6.12,9.01,9.01,C
1155543,3.75,7.5,13.8,18.8,A
1155544,3.02,6.02,12.02,17.27,A
1155545,2.7,4.99,8.76,11.52,A
1155546,3.02,6.02,12.02,17.27,A
1155547,1.77,3.02,5.52,8.02,A
1155548,2.1,4.1,8.1,12.1,A
1155549,2.11,4.11,8.11,12.11,A
1155550,2.09,3.89,6.18,7.68,A
1155551,2.2,4.2,8.2,12.2,A
1155552,3.14,6.26,8.85,8.85,B
1155553,2.97,5.14,8.48,9.92,A
1155554,3.01,5.81,9.58,9.58,A
1155555,3.06,5.39,9.11,11.36,A
1155556,3.34,5.94,9.61,12.16,B
1155557,3.28,6.33,11.49,15.37,B
1155559,4.5,8.28,13.32,17.32,B
1155560,4.85,8.83,16.51,22.09,A
1155561,,,,,
1155562,,,,,
1155564,3.8,7.8,15.8,22.66,
1155565,3.8,7.8,15.8,22.66,
1155566,4.69,8.69,16.69,24.07,
1155567,4.69,8.69,16.69,24.07,
1155568,4.69,8.47,16.0,22.52,
1155570,,,,,
1155572,2.57,3.82,7.34,11.34,A
1155573,,,,,
1155620,4.01,7.38,11.84,15.04,C
1155621,3.5,6.79,11.22,14.65,C
1155627,2.01,3.47,3.81,4.09,D
1155628,1.82,1.93,2.18,2.4,D
1155642,4.32,7.66,12.71,13.24,D
1155655,4.13,8.1,12.26,14.89,D
1249109,,,,,
1249112,3.25,6.5,13.0,19.5,C
1292265,4.75,8.4,15.08,21.08,B/D
1292266,4.4,7.9,14.32,20.32,B/D
1292267,4.27,7.93,13.82,19.24,C
1292268,4.43,8.32,14.9,20.26,B/D
1292269,3.83,6.58,12.08,17.71,D
1292270,1.94,3.78,7.74,10.95,A
1292271,3.03,5.27,9.18,12.38,A
1292274,5.23,10.06,16.37,18.37,B
1292276,4.5,8.0,15.0,21.24,B/D
1292277,4.65,8.15,15.15,21.33,B/D
1292278,6.0,11.0,19.67,24.33,C/D
1292279,6.0,11.0,19.67,24.33,C/D
1292280,6.0,11.0,19.67,24.33,C/D
1292282,5.46,10.65,16.86,18.86,C/D
1292283,5.44,10.47,17.57,19.57,C/D
1292284,5.44,10.47,17.57,19.57,C/D
1292288,4.19,7.49,14.11,19.84,C/D
1292289,4.75,8.62,16.12,21.94,C/D
1292290,4.47,8.22,15.72,21.54,C/D
1292291,4.17,7.42,13.56,18.06,C
1292292,4.05,7.3,13.8,19.9,C
1292294,,,,,
1292296,,,,,
1292301,5.0,8.98,15.8,19.8,D
1292302,5.0,8.8,15.8,19.92,B/D
1292303,5.75,10.75,16.05,21.98,D
1292304,5.5,9.25,15.03,19.53,C/D
1292305,4.84,9.3,17.71,25.25,C
1292308,4.78,9.21,17.61,25.21,C
1292309,5.1,9.57,18.42,27.05,C
1292310,5.1,9.57,18.42,27.05,C
1292312,5.1,9.57,18.42,27.05,B
1292313,4.53,9.05,17.96,26.43,B/D
1292314,5.2,9.96,18.52,27.02,B
1292315,5.18,9.72,18.27,26.77,C
1292316,5.34,10.22,14.66,19.22,C/D
1292317,5.29,10.1,14.22,18.64,C/D
1292318,4.84,9.3,17.71,25.25,C
1292319,4.78,9.21,17.61,25.21,C
1292320,5.1,9.57,18.42,27.05,B
1292321,4.53,9.05,17.96,26.43,B/D
1292322,5.2,9.96,18.52,27.02,B
1292323,5.18,9.72,18.27,26.77,C
1292324,,,,,
1292327,3.38,6.12,8.92,10.89,C/D
1292385,4.0,7.98,15.48,21.52,C
1292386,3.46,6.39,10.45,12.15,B
1292388,4.63,8.7,15.63,19.55,B
1292475,4.92,9.06,13.06,15.4,B/D
1292477,4.69,8.61,14.99,18.58,B
1292486,4.36,7.81,12.92,17.28,C
1292511,5.24,9.98,16.92,20.42,C/D
1292543,3.6,6.76,12.58,15.76,C
1292544,3.6,6.76,12.58,15.76,C
1292560,4.89,9.47,17.94,25.2,B
1316499,4.24,7.56,12.97,16.99,C
1316500,4.24,7.56,12.97,16.99,C
1316502,2.18,4.66,9.53,15.95,A
1356074,3.7,7.45,14.95,22.45,C/D
1356075,4.5,9.0,16.98,24.48,C
1356078,2.69,3.72,4.65,5.15,D
1356080,2.72,3.85,4.73,5.21,D
1379800,3.03,4.68,6.99,8.97,D
1379801,2.34,4.2,7.9,11.6,C
1379802,2.01,3.91,7.75,11.59,A
1379803,,,,,
1379808,3.65,7.48,14.66,21.89,C/D
1379810,3.84,7.41,13.89,19.23,B
1379811,2.72,5.38,14.67,23.97,B
1379812,2.7,5.37,14.67,24.09,B
1379814,2.96,4.62,7.93,9.69,D
1379815,4.56,7.23,8.03,8.7,D
1379816,4.56,7.23,8.03,8.7,D
1379822,3.25,6.55,13.18,19.81,B
1379824,3.96,4.41,5.0,5.0,D
1379825,3.96,4.41,5.0,5.0,D
1379827,3.71,3.71,3.71,3.71,D
1379835,3.88,7.63,14.01,17.11,C/D
1379836,3.72,7.04,11.24,13.24,C
1379837,3.72,7.04,11.24,13.24,C
1379838,3.72,7.04,11.24,13.24,C
1379839,3.6,6.76,12.58,15.76,C
1379840,3.6,6.76,12.58,15.76,C
1379841,3.6,6.76,12.58,15.76,C
1379842,3.6,6.76,12.28,16.18,C/D
1379859,7.37,14.69,24.52,30.34,A/D
1379862,5.87,10.11,17.54,21.39,A/D
1379863,4.81,9.08,15.47,20.17,B
1379902,3.21,6.22,12.14,18.07,B
1379905,2.09,4.09,6.37,6.58,C
1379906,,,,,
1379908,,,,,
1379915,4.34,7.09,11.01,14.81,C
1379916,2.13,5.38,13.99,22.74,C
1379922,3.18,6.3,13.23,19.62,B/D
1379923,1.78,3.43,6.73,10.03,A
1379980,,,,,D
1379981,,,,,
1379982,,,,,
1379983,,,,,
1379984,,,,,
1379986,,,,,
1380051,3.43,6.24,10.24,12.58,C
1380054,,,,,
1380055,2.19,4.19,9.24,14.57,B
1380056,4.95,9.7,19.2,28.7,B
1380057,5.0,9.98,19.48,28.98,B
1380059,10.0,16.92,25.92,34.92,C/D
1380060,4.45,8.7,16.18,23.18,C
1380061,4.45,8.7,16.18,23.18,C
1380062,4.45,8.7,16.18,23.18,C
1380063,5.0,9.2,9.2,9.2,B/D
1380066,4.11,7.36,13.1,15.45,C
1380067,5.3,7.78,11.13,12.63,A
1380072,4.05,7.67,13.91,20.6,C
1380087,2.32,3.5,5.07,6.44,A
1380088,3.6,5.56,8.7,14.98,A
1380095,4.07,7.68,13.83,19.84,C
1380100,3.25,6.5,13.0,19.5,
1380103,5.6,10.64,20.37,29.18,B
1380104,5.61,10.69,20.4,28.99,B
1380105,5.6,10.63,20.11,27.42,B
1380108,3.28,6.55,13.0,19.67,C/D
1380109,2.64,4.75,7.1,9.31,A
1380111,3.68,7.37,15.15,20.8,A
1380112,3.03,6.54,13.21,19.0,A
1380113,5.47,10.91,21.25,31.25,B
1380114,3.5,7.07,14.41,21.6,A
1380115,3.21,6.48,13.06,19.56,C
1380116,5.48,10.94,21.71,32.44,B
1380117,3.77,7.44,12.41,15.13,A
1380120,5.45,10.45,20.45,30.45,B
1380123,5.02,9.24,19.08,29.53,C
1380124,5.31,9.92,19.99,30.94,C
1380125,5.04,9.56,19.97,30.92,C
1380126,5.31,10.35,20.83,31.15,C
1380127,5.16,10.47,20.81,30.86,B
1380128,4.92,9.82,19.11,27.86,B
1380129,4.4,8.7,15.23,18.61,C
1380130,4.82,9.02,17.38,25.95,C
1380131,,,,,
1380134,4.92,9.0,17.67,27.95,D
1380135,4.92,9.26,18.07,28.07,C
1380136,5.43,10.2,13.44,14.29,D
1380137,4.36,8.64,17.13,25.41,B
1380138,4.98,9.66,18.06,26.47,B
1380140,3.9,6.32,8.77,10.73,C
1380141,3.56,6.93,13.36,17.11,A/D
1380144,2.55,4.94,9.46,13.03,A
1380146,5.34,10.69,21.12,31.66,B
1380148,4.71,8.77,16.74,25.13,D
1380149,1.84,3.59,6.36,9.13,A
1380152,5.49,10.97,21.93,32.91,B
1380153,4.79,9.5,14.76,15.31,C
1380154,4.83,9.57,14.68,15.73,C
1380155,5.07,10.13,13.4,14.21,D
1380156,3.58,6.95,12.65,15.72,B
1380157,,,,,
1380158,4.72,9.29,18.15,26.8,C
1380159,5.0,9.88,18.38,26.88,C
1380160,5.48,10.64,16.46,18.21,B/D
1380245,5.95,10.39,14.89,18.16,D
1380246,3.73,7.32,11.49,14.56,C
1380271,1.99,3.97,7.95,11.92,A
1380272,2.39,4.19,7.81,11.42,A
1380273,2.56,5.0,5.64,5.64,B
1380274,2.25,4.5,9.0,12.66,A
1380275,3.0,7.0,15.0,15.32,B
1380276,1.0,1.78,3.28,4.78,A
1380294,0.88,1.75,3.47,7.33,A/D
1380295,1.62,3.08,6.0,9.2,A
1380297,1.38,2.73,5.55,8.5,A
1380298,1.3,2.56,5.05,7.58,A
1380299,1.64,2.98,5.66,8.52,A
1380300,1.57,2.87,5.48,8.16,A
1380301,2.07,4.25,9.9,16.5,B
1380302,1.85,4.32,10.03,16.51,B
1380303,1.5,3.88,8.02,14.31,B/D
1380304,2.6,6.18,13.51,20.42,B
1380305,2.63,6.19,13.52,20.41,B
1380306,2.63,6.19,13.52,20.41,B
1380308,3.07,6.15,12.78,19.51,C/D
1380309,1.68,3.35,8.86,15.16,B/D
1380310,1.54,3.06,6.11,9.39,A/D
1380311,1.91,3.79,7.57,12.4,A
1380312,2.0,3.99,7.99,12.09,A
1380313,1.73,3.19,6.12,9.17,A
1380314,1.1,2.19,7.51,15.82,B/D
1380315,1.29,4.15,6.81,9.56,B/D
1380316,2.2,4.97,11.75,18.53,C
1380318,2.05,4.13,8.17,12.0,A/D
1380320,1.6,3.26,6.78,12.02,A
1380322,3.23,6.82,14.11,21.54,C
1380323,2.72,6.08,13.03,19.96,C
1380324,2.93,6.36,12.91,19.29,C
1380325,1.36,2.73,6.37,13.06,B
1380328,1.74,3.48,7.02,10.62,A
1380329,1.73,3.46,6.96,10.57,A
1380330,1.78,3.55,7.24,11.04,A
1380331,1.76,3.53,7.12,10.85,A
1380332,2.17,4.35,8.81,14.7,C
1380333,2.2,4.4,9.06,14.9,C
1380334,3.25,6.5,13.0,19.5,A
1380338,2.59,6.01,13.02,20.27,B
1380339,2.63,6.21,13.5,20.9,B
1380340,7.74,15.54,29.72,41.16,B/D
1380343,2.08,4.34,8.62,12.95,A/D
1380344,1.74,3.36,6.63,10.02,A
1380345,2.22,5.58,12.6,18.65,C
1380346,1.74,3.47,9.3,14.75,A
1380347,,,,,
1380349,3.74,7.47,14.03,18.69,A
1380350,3.68,7.37,15.15,20.8,A
1380351,2.99,6.74,13.32,17.99,A
1380352,3.03,6.54,13.21,19.0,A
1380353,,,,,
1380354,3.89,7.08,10.87,11.68,C
1380355,3.5,7.07,14.41,21.6,A
1380356,3.21,6.48,13.06,19.56,C
1380357,3.79,7.32,14.57,22.01,C
1380358,5.48,10.94,21.71,32.44,B
1380359,3.77,7.44,12.41,15.13,A
1380365,5.02,9.24,19.08,29.53,C
1380366,5.31,10.32,20.73,31.36,C
1380367,5.31,9.92,19.99,30.94,C
1380368,5.04,9.56,19.97,30.92,C
1380369,5.31,10.35,20.83,31.15,C
1380370,5.4,10.51,21.19,31.69,C
1380371,5.16,10.47,20.81,30.86,B
1380372,2.98,5.61,9.92,12.64,A/D
1380373,2.24,5.85,12.95,17.35,B
1380374,2.34,6.08,11.94,15.44,B
1380375,2.16,5.51,10.93,14.43,B
1380376,4.4,8.7,15.23,18.61,C
1380377,4.57,8.96,17.39,24.65,C
1380378,4.82,9.02,17.38,25.95,C
1380382,4.92,9.0,17.67,27.95,D
1380383,3.9,6.32,8.77,10.73,C
1380384,3.56,6.91,13.33,17.26,A/D
1380388,2.65,5.08,9.93,13.77,A
1380389,2.55,4.94,9.46,13.03,A
1380390,,,,,
1380391,5.39,10.78,21.27,31.86,B
1380392,5.34,10.69,21.12,31.66,B
1380393,,,,,
1380394,4.71,8.77,16.74,25.13,D
1380395,4.83,8.96,17.02,25.28,D
1380396,1.84,3.59,6.36,9.13,A
1380397,5.49,10.97,21.68,32.16,B
1380399,3.58,6.95,12.65,15.72,B
1380400,3.51,6.83,12.49,15.63,B
1380401,,,,,
1380402,4.72,9.29,18.15,26.8,C
1380403,4.88,9.37,18.11,26.61,C
1380405,3.74,7.47,14.03,18.69,A
1380406,3.75,7.49,14.06,18.64,A
1380407,2.99,6.74,13.32,17.99,A
1380408,3.03,6.54,13.21,19.0,A
1380409,4.5,8.86,16.86,24.86,B
1380410,,,,,
1380411,4.75,9.71,20.07,30.57,B
1380412,5.25,10.47,20.54,30.42,B
1380413,3.66,7.34,10.21,10.94,C
1380414,3.89,7.08,10.87,11.68,C
1380415,3.5,7.07,14.41,21.6,A
1380416,4.52,6.01,6.69,7.12,D
1380417,5.16,10.4,20.93,31.36,C
1380418,5.48,10.94,21.71,32.44,B
1380419,4.6,9.2,18.2,27.14,B
1380420,4.51,9.0,17.98,26.97,B
1380422,5.45,10.45,20.45,30.45,B
1380423,,,,,
1380426,5.31,10.32,20.73,31.36,C
1380427,3.37,6.69,13.36,20.37,B
1380428,3.56,7.61,15.33,23.35,B
1380429,5.31,10.33,20.79,31.09,C
1380430,5.31,10.35,20.83,31.15,C
1380431,5.16,10.47,20.81,30.86,B
1380432,5.25,10.45,20.88,31.37,B
1380433,4.89,9.16,17.53,25.73,C
1380434,4.24,7.98,15.04,22.07,A
1380435,2.34,6.08,11.94,15.44,B
1380436,3.94,7.77,13.53,18.52,B
1380437,2.16,5.51,10.93,14.43,B
1380438,2.72,5.36,9.97,13.47,B
1380439,4.5,9.0,18.68,23.64,C
1380440,4.4,8.7,15.23,18.61,C
1380441,4.57,8.96,17.39,24.65,C
1380442,4.5,8.97,15.52,18.02,C
1380443,2.3,5.05,10.55,16.05,A
1380444,,,,,
1380445,4.92,9.0,17.67,27.95,D
1380446,4.17,7.42,13.92,20.42,A
1380447,3.22,6.32,12.36,18.36,A
1380448,4.46,8.94,18.03,26.53,B
1380449,4.25,8.47,16.86,25.26,B
1380450,4.31,8.6,17.15,25.7,B
1380451,4.19,8.31,16.6,24.92,B
1380452,4.36,8.64,17.13,25.41,B
1380453,4.35,8.7,17.27,25.59,B
1380454,4.29,8.46,16.66,24.86,B
1380455,4.66,9.41,19.34,29.63,B
